liver_myc	kidney_myc	lung_myc	lung_mycras	lung_ras	tall_myc	eumyc_myc
					Aimp2	Anapc5
					Pdap1	Rrs1
					Plekha8	Rcl1
					Smyd5	Slc4a8
					Zfp637	Pcbp4
					H2afj	Nek6
					Dera	Sap30
					Pyroxd1	Cenpk
					Gys2	Qtrt1
					Mrps35	Fignl1
					Zc3hc1	Capn12
					Zscan22	Gucy1a3
					Zbtb45	G430095P16Rik
					Pla2g4c	Tmem253
					Ap2s1	Hist2h2ab
					Klc3	Ccdc107
					Zfp428	Rad54b
					Atp1a3	Gm6525
					Fbxo27	Lekr1
					Zfp940	Gm6710
					Wdr62	Vmn2r97
					Kctd15	Gm14408
					Ctu1	Dact3
					Prc1	Mroh8
					Ipo7	Gm14703
					Thumpd1	Usp51
					Palb2	Kcnq1ot1
					Tufm	Slc29a1
					Ino80e	Oxct2a
					Hirip3	Sdf2l1
					Zfp958	St7
					Neil3	Gprc5b
					Cbr4	Gng13
					Naf1	Tspan4
					Zfp930	Fgf23
					Ddx49	Mrps22
					Mpv17l2	Htra2
					Ccdc124	Suv39h2
					Ankle1	Svep1
					Heatr3	Cldn12
					Txnl4b	Rtn4r
					Aars	Tmem176b
					Rfwd3	Tmem176a
					Mthfsd	Lsm7
					Klhdc4	Chchd6
					Spire2	Ppih
					Nup133	Cxcl16
					Ppan	Fkbp11
					Zfp599	Chchd1
					Sept7	Tipin
					Olfr149	Cox7b
					Ttc12	Eef1e1
					Dlat	Dnajc15
					Gtf2a2	Uqcr10
					Leo1	Nip7
					Gk5	Tomm7
					Topbp1	Nop10
					Camkv	Myo19
					Alms1	Cks2
					Phgdh	Sec61b
					Mmgt1	Ndufb9
					Pdk3	Mrpl35
					Ercc6l	Mrps28
					Gnl3l	Eif1ax
					Gemin8	Alg5
					Il20ra	Ssr2
					Lingo3	Lyrm9
					Gas2l3	1810032O08Rik
					Ankrd52	Cenpw
					Pfas	Aqp11
					Rtn4rl1	Cenpp
					Atad5	Ostc
					Coro1c	Ndufc1
					Brip1	Mcts2
					Rsad1	Rsl1d1
					Fn3krp	Ndufa12
					Ash2l	Dctpp1
					Banf1	Spc25
					Tmem30b	Exosc7
					Car14	Pam16
					Rps6kl1	Ptpmt1
					Cdc6	Ska1
					Cfdp1	Anp32e
					Mtr	Ctrb1
					Def8	Usmg5
					Zfp367	Fam136a
					Zfp72	Tmem238
					Faim	Cmss1
					Farsb	Gm14391
					Tnpo1	Psmg3
					Hax1	Gm14327
					Ogdhl	Gm14326
					Ccnb1ip1	Timm50
					Dleu7	Plb1
					Synb	Cmc2
					Impdh1	Hist1h2bq
					Impdh2	Hist1h2br
					Kel	Cenpm
					Mab21l2	Hmcn2
					Nek3	Gm10654
					Zfp647	Uqcr11
					Nek4	Gtf3a
					Pebp1	Ms4a4d
					Pcbp1	Gpatch4
					Lmln	Mcm8
					Pin1	Tmem41a
					Med24	Aspn
					Psmc4	Zfp966
					Psmd13	Gm14418
					Syngap1	Ccdc85c
					Cpne5	Efr3b
					Cchcr1	Rnf186
					Abce1	Kif26a
					Mrps12	Mrpl33
					Pcyox1l	Tanc1
					Slc35a1	Mfsd1
					Smc1a	Serbp1
					Kif20b	Naa16
					Slc35g1	Tmem107
					Map2k3os	Bzw2
					Carf	Sdhd
					Nelfa	Asf1b
					Wif1	Dsn1
					Ypel4	Acad8
					D430041D05Rik	Cdca7
					Wdr76	Nuf2
					Atp8b4	Lap3
					Tspyl3	Pmf1
					Bbs12	Ift27
					Fam110b	Ndc80
					D630039A03Rik	Paics
					Klhl9	Ola1
					Raver2	Ctnnbip1
					Lexm	Ptgr1
					Cdcp2	Fgf22
					Hpdl	Mastl
					E2f2	Gp2
					Padi6	Nop56
					Napepld	Fbxo5
					Actr3b	Rnaseh2b
					Garem2	Zmynd19
					Tmprss11e	2700038G22Rik
					Nyap1	Ube2t
					Slc23a4	Gm10053
					Nars2	Rrp15
					Zfp771	Rpf2
					Zfp668	Gemin6
					Mcph1	Zc2hc1a
					Pkd1l3	1700037H04Rik
					Dpy19l1	1700018L02Rik
					Retnlg	2210010C04Rik
					Dkc1	1110008F13Rik
					Rragb	Mrm3
					Rbbp7	Ssr3
					Polr2h	Ergic1
					Spag4	Zfand4
					Fcgr4	Rnf151
					Lgi2	1700039M10Rik
					Atpaf2	1700097N02Rik
					Tox	1700094J05Rik
					Acsf3	Ttll4
					Olfr1388	Gpr89
					Olfr889	Gstcd
					Olfr95	Nob1
					Olfr655	Anp32b
					Hist1h3f	Spc24
					Angptl2	Rnf125
					Pkn3	Sdhb
					Cdk8	Kirrel3
					Mapk1	2310057J18Rik
					Ttc26	Pop1
					Nubp2	Ppid
					Psma1	Poldip2
					Psma4	Nmral1
					Psma5	Idh3a
					Psma6	Cdca5
					Psma7	Cela3b
					Psmb2	Uxs1
					Psmb3	Ppa1
					Slc27a2	Mtfp1
					Txnrd2	Rps27l
					Zfp146	Nifk
					Cops3	Tomm20
					Cops5	Kmt5a
					Shprh	Mphosph10
					Ppia	Nacc2
					Ankrd13b	1110004E09Rik
					Eme1	Bambi
					Lsm12	Zwilch
					Greb1	Trap1
					Ccnb1	Hist1h2bc
					Adck5	Pclaf
					Cenph	Snhg17
					Cops4	Gcsh
					Cops6	Gar1
					Pkmyt1	Spire1
					Cops7a	Ndufc2
					Cops7b	Ndufb2
					Capn11	Ccdc34
					Med14	Diras2
					Ss18l2	Fam24a
					Eif2s3x	Gtsf1l
					Exo1	Mcrip2
					Nup54	Slc25a22
					Gcat	Ncapd2
					Mecr	Apoo
					Pask	2010204K13Rik
					Gtf3c4	Tlcd1
					Aifm1	Steap3
					Racgap1	Ndufaf4
					Ahcy	Tomm5
					Polr3e	Tmem109
					Ecsit	Sgo2a
					Plch1	Col6a4
					Wdr3	Mrps18a
					Zw10	Ube2c
					Vcp	Abhd14a
					Clspn	1110032F04Rik
					Rnft2	Trim37
					Eif4e2	Anln
					Brd7	1110038B12Rik
					Idh2	Ms4a6d
					Gdpgp1	Ppil1
					G3bp1	Klhdc9
					Asns	Atp23
					Sh3d19	1110065P20Rik
					Mbtps2	Ubap2
					Mthfd1l	Rasl11b
					B9d1	Tmco1
					Prr11	Fam216a
					Rpusd2	Zfas1
					Shc4	Zg16
					Podxl	Pycr2
					Dbf4	Pnlip
					Chaf1a	Chac1
					Tarsl2	Tmem97
					Gins2	Kdf1
					Cars	1810019N24Rik
					Phlda3	Vps26b
					Gyg	Ydjc
					Txnl4a	Comtd1
					Tbl2	Cd209b
					Sh2d2a	Bola1
					Prmt5	Mcemp1
					Slc25a10	Pdia2
					Mrpl39	Gins1
					Mrpl15	Ctdspl
					Mrpl17	1700001D01Rik
					Mrpl2	Spaca4
					Skp2	Hist1h4h
					Pdhx	1700016C15Rik
					Abcf2	2310001K24Rik
					Atp5l	Antxr1
					Nagpa	Nkpd1
					Nelfe	Rhou
					Ubl4a	Gpx8
					Eif5a	Mdrl
					Gemin4	Pitrm1
					Klhl23	Exosc8
					Lsm2	Ddx51
					Slc9a5	Aarsd1
					Spin2c	Lrr1
					Wfikkn2	Trip13
					Rrp9	Cad
					Cherp	Usp46
					Rhbdd3	Nup37
					Eif3b	Epb41l4aos
					Imp4	Tmem147
					Exosc5	Slc39a11
					Prpf19	1810059H22Rik
					Ubfd1	Polr2f
					Mrpl50	Snrpf
					Gfm1	Aunip
					Usp39	Snhg8
					Larp7	Mrto4
					Selenoi	2810408I11Rik
					Desi1	Nt5dc2
					Atp5o	Mcm10
					Mydgf	Acot7
					D10Wsu102e	Dancr
					Nsun2	Zfp995
					Nop16	Lysmd2
					Tomm70a	Metrn
					Pmm1	Yars2
					Dpf1	Fam162a
					Cabp1	Kif18b
					Gtse1	Poc1a
					Dnajc12	Jpx
					Timm13	2010107E04Rik
					Timm9	2310040G07Rik
					Timm8b	Ndufab1
					Timm8a1	Cd3eap
					Timm10	Lman1
					Fkbp3	Actl10
					Fbxl6	Spdl1
					Mlf2	Ints2
					Gnl3	Dhrs13
					Glrx3	2610318N02Rik
					Snai3	2610306O10Rik
					Pttg1	Ckap2l
					Adat1	Atad2
					Lcmt1	Ipo5
					Siva1	5730507A11Rik
					Hacd1	Oip5
					Slc24a5	Tmem144
					Hist1h3c	Abraxas1
					Hist1h3d	Nup205
					Hist1h3b	6330403N20Rik
					Hist1h3e	Nolc1
					Hist1h3i	Ggnbp1
					Hist2h3b	Zdhhc1
					Hist1h4d	Pgrmc2
					Hist1h4f	Spdya
					Hist1h4i	Fancd2os
					Hist1h4j	Spef1
					Hist1h4k	Spats1
					Hist1h4n	4933401H06Rik
					Hist1h2ac	Arhgap19
					Hist1h2ad	Scara5
					Hist1h2ae	4933413G19Rik
					Hist1h2ag	Eri2
					Hist1h2ah	Ccdc57
					Hist1h2ak	5430437J10Rik
					Hist1h2an	Wrb
					Hist1h2ap	Mettl13
					Hist1h2ab	Ptk7
					Hist1h2bb	Kazn
					Hist1h2be	Zgrf1
					Hist1h2bf	Rarres2
					Hist1h2bg	0610010F05Rik
					Hist1h2bj	Anxa9
					Hist1h2bk	Mtfr2
					Hist1h2bm	Kif23
					Hist1h2bn	Wdr34
					Hist1h2bp	Pdia6
					Hist2h2bb	Cenpu
					Hist1h2ai	Fam83d
					Pgbd1	Bdh1
					A230050P20Rik	Tmem79
					D030028A08Rik	Ift88os
					A430057M04Rik	Riox1
					Idi1	Sars2
					Xkr5	Esco2
					9330159M07Rik	Cyb5r1
					D430040D24Rik	Slc35f2
					9630013D21Rik	Kdelc1
					Igf2bp2	Sapcd2
					Tigar	Mzt2
					Casc4	2010300C02Rik
					C430042M11Rik	Dscc1
					Exph5	Tpx2
					C030034L19Rik	Rfc5
					Ptpn7	Cenpn
					Ddx11	Chchd4
					Smim10l2a	Shq1
					Fubp3	Kcnk10
					Alg6	Plekhf1
					Cachd1	Tmem158
					Fam169a	Plxdc1
					Ccdc169	Palld
					Strip2	Cdkn3
					Dctd	Sgo1
					A230072C01Rik	Rrp1b
					Gfm2	Plcd3
					B230217O12Rik	Rnf219
					D830039M14Rik	Wdr43
					Xpnpep3	Reep4
					Hist1h4a	Mex3a
					Hist1h4b	Snhg5
					Dna2	Selenoh
					Ubtd2	Dis3
					Pigl	Skida1
					Dtd2	Dnajc6
					Trmt61a	C1qtnf6
					Zfp459	Arhgef10l
					Ubash3a	Sass6
					Gm5093	Ndc1
					Abi2	Kctd17
					Ptrh1	Top1mt
					Bpi	Glrx5
					E130311K13Rik	Camk2n2
					Fnip2	Golim4
					Dcst2	Cenpv
					Fam185a	Larp1
					Slc5a6	Xpot
					Adamts3	3110082I17Rik
					2610524H06Rik	Sppl2b
					Ccdc63	Ccdc18
					Mblac1	Calr3
					Zfp786	1700067K01Rik
					Wipf3	Tssk5
					Fbxo41	Wdr75
					B4galnt4	Trmt11
					Ctxn1	Kif2c
					Dhps	Fam83e
					Slc7a6	Mfsd12
					Dixdc1	Snhg6
					Snapc5	4833417C18Rik
					Ppp1r13l	Ift57
					Cd59b	Phf19
					Ttc16	Ddias
					Supv3l1	Ttf2
					B430212C06Rik	Abcb6
					Gjd3	Cep55
					Egfl7	Cyp2s1
					Gars	F13a1
					Mrpl21	Cluh
					Hist1h3a	Gale
					Trim46	Klrg2
					Txlnb	Aven
					Morn2	Xrcc3
					Fastkd5	Slc6a19
					Nefh	Lrrc17
					Shisa6	Kbtbd12
					Tmem102	Mrpl47
					Tssc1	Abcb8
					Slirp	Spsb1
					Lyrm4	Ttll9
					Parl	Dhcr24
					Ccdc58	4930412F12Rik
					Npw	4930509E16Rik
					Dnph1	Cep128
					Garem1	Tomm20l
					Greb1l	Pelp1
					Naaladl1	4930556N13Rik
					Tmem237	Ankrd53
					Hjurp	Taf1d
					Kif14	Parpbp
					BC055324	Ccdc7b
					Iars2	1700003F12Rik
					Nsl1	Ccdc34os
					Fam178b	Dnali1
					Trp53rka	Rsph9
					Nr1h5	Pcdh1
					Samd13	Rab26os
					Xkr8	Tex30
					Ssbp1	Mageh1
					Tsen2	Rai14
					Lpar5	Anks6
					Lockd	Amotl1
					Gipr	Tcam1
					Alg8	4930579G24Rik
					Lmtk3	Mir17hg
					Urb2	Ccdc162
					Jade3	Ncapg2
					Kcnf1	5830468F06Rik
					Neil2	Lpo
					Gpr25	Depdc1a
					Gatc	Rsg1
					Thoc6	Usp31
					Nsfl1c	6330562C20Rik
					Eid2	6530402F18Rik
					Snhg3	Vmn2r29
					A630014C17Rik	0610040J01Rik
					A430093F15Rik	Fads1
					Ano7	Lhpp
					Iqgap3	Fbxo31
					Ighg2c	Car12
					Ndufs6	Knl1
					BC051077	Cln6
					Zfp738	Mfsd2a
					Wdr83os	Wdr38
					A830008E24Rik	Cpb1
					E130317F20Rik	Bri3bp
					Mir670hg	Dtl
					Cpsf6	Gper1
					Adcy1	Ccdc116
					Mfsd2b	Memo1
					Kbtbd6	Ssbp4
					Eno1b	Lrg1
					Acsl5	Mnd1
					Teddm1b	Tsacc
					Gm13375	Psapl1
					Ncbp1	Ndufaf6
					Hdac1	St5
					Minos1	Ticrr
					Pusl1	Ston1
					AI506816	Ccdc183
					Nom1	Il33
					Ociad2	9430037O13Rik
					Dnaaf5	9330198N18Rik
					Eid2b	Notum
					Gpr62	Prelid2
					Nup85	Smpd4
					Znhit3	Trat1
					MYC	Mrps5
					Zbtb9	Bora
					Cbx6	Polq
					Apcdd1	Thyn1
					Thop1	Ube2s
					E2f6	6720475M21Rik
					Hspa14	Ccdc150
					Ero1l	Tmem190
					Mrps7	Cpt1c
					Hist1h1e	7330423F06Rik
					Sirt6	Ninl
					Dkkl1	Flicr
					Tfr2	5330426L24Rik
					Nt5c	Nav2
					Lsm4	Ncapd3
					Orc3	Pus7
					Slc25a13	Troap
					Keap1	Efcab11
					Neu3	9630013K17Rik
					Chek2	Crispld2
					Hmgn5	Igsf3
					Il17rb	Asb15
					Exosc9	Fndc8
					Nasp	Srd5a1
					Uchl3	Polr3h
					St6galnac6	Gm9961
					Uba2	Gm13199
					Mpp2	Gm12500
					H2afz	Recql4
					Ctps	Wwox
					Ech1	Fam20c
					Ramp1	Hist1h1a
					Hnrnpu	Slc16a3
					Rif1	Kank3
					Fubp1	Trim2
					Knstrn	Gpr84
					Hn1l	Uck2
					Pbk	Cemip
					Coq5	Ckap2
					Agpat5	Chia1
					Rbm34	Tnxb
					Anapc4	Ift122
					Commd2	Tfap4
					Reep1	Glis2
					Cdca8	Jam3
					Sept11	Plvap
					Echdc2	Kars
					Mrpl48	Selenof
					Coa3	Rbfox2
					Ddx56	Pcdhgc3
					Nhp2	Pcdhb17
					Acaa2	P2rx5
					Cdc23	Mrpl34
					Trmt10c	Csmd1
					Brms1l	Acsbg1
					Cdkn2aipnl	Ophn1
					Nit2	Rcc1l
					Cisd1	Hist2h3c2
					Nudcd2	Hist2h4
					Echdc1	C77080
					E2f7	Hmgb2
					Mettl2	Hist1h3g
					Zwint	Lrrc59
					Txndc17	Eps8l2
					Krr1	Nat10
					Ccdc43	Lpcat4
					Ldhd	Pomt1
					Dnlz	Cercam
					Cnot11	Ssx2ip
					Pum3	Adgrl2
					Sco1	
					Ahi1	
					Ube2k	
					Tomm40	
					Eif3g	
					Mtx2	
					Hnrnpa2b1	
					Prdx4	
					Txnl1	
					Bysl	
					Stk39	
					Hif3a	
					B4galt2	
					Ybx2	
					Tsnax	
					Timm23	
					Nap1l1	
					Snrpa	
					Nono	
					Ddx39b	
					Rwdd2b	
					Zranb2	
					Rab25	
					Caprin1	
					Nudt5	
					Clpp	
					Lpar2	
					Uevld	
					Cks1b	
					Pdlim1	
					Lsr	
					Atxn10	
					Spag5	
					Pabpn1	
					Rnf5	
					Sult2b1	
					Cd160	
					Cd320	
					Gnpnat1	
					Elp5	
					Rpp30	
					Nme6	
					Chst2	
					Prss16	
					Ncapg	
					Ppt2	
					Ywhab	
					Ramp2	
					Tbc1d32	
					1190007I07Rik	
					Iqgap2	
					Ptpn3	
					Gm5860	
					Mterf1a	
					Ftsj1	
					Prrg1	
					Adgrg3	
					Eif3i	
					Hes6	
					Eif3d	
					Ap3m1	
					Dclre1a	
					Slc1a4	
					Impa1	
					Pigb	
					Paxip1	
					Nop58	
					Ppie	
					Uqcc1	
					Ammecr1	
					Tcerg1	
					Pdss1	
					Set	
					Psmg1	
					Ftsj3	
					Mad2l1	
					Prpf40a	
					Ddx21	
					Uchl5	
					Scamp4	
					Tspan5	
					Espn	
					Pex14	
					Rbm14	
					Fam69b	
					Mrpl37	
					Mrpl12	
					Mrpl19	
					Naa10	
					Higd1a	
					Pitpnb	
					Fam60a	
					Metap2	
					Mycbp	
					Anapc7	
					Aatf	
					Abcb9	
					Arl2	
					Pdcd5	
					Tmed2	
					Eif3c	
					Hsd17b12	
					Net1	
					Ptges3	
					Pus1	
					Cyb561d2	
					Apip	
					Fzr1	
					B4galt4	
					Sssca1	
					Syncrip	
					Noa1	
					Diaph3	
					Pfkp	
					Tubd1	
					Mtch2	
					Vps29	
					Adrm1	
					Rbx1	
					Ybx3	
					Suclg1	
					Orc6	
					Aldh18a1	
					Actl6a	
					Sae1	
					Mtch1	
					Snd1	
					Nxt1	
					Ankrd49	
					Ruvbl1	
					Nme4	
					Mpp6	
					Cnpy2	
					Ripk3	
					Ick	
					Txn2	
					Crtap	
					Pnkd	
					Phax	
					Hist1h1b	
					Dhodh	
					Aldh9a1	
					Nespas	
					Scamp5	
					Lgi1	
					Tssc4	
					Necab3	
					Psg23	
					Gtf2ird1	
					Cldn13	
					Xpo4	
					Mrps31	
					Wdr46	
					C1d	
					Park7	
					Akip1	
					Mogs	
					Atp5j2	
					Zc3h8	
					Xrcc2	
					Golga7	
					Gmnn	
					Fbxo3	
					Noc2l	
					Piwil2	
					Wdr12	
					Tacc2	
					Noc3l	
					Wdr4	
					Rangrf	
					Hacd3	
					Angptl4	
					Isy1	
					Pidd1	
					Cnot9	
					Rsad2	
					Rad18	
					Rnf8	
					Erg28	
					Elp2	
					Kcnmb4	
					Syngr4	
					Hibadh	
					Pole3	
					Anapc5	
					Sh3rf1	
					Rrs1	
					Thap11	
					Usp14	
					Rcl1	
					Psmd14	
					Mkks	
					Chst12	
					Ppp2r3c	
					Carm1	
					Pxmp4	
					Arpp19	
					Mettl9	
					Hgh1	
					Mrps30	
					Ndufs5	
					Myg1	
					Rbm8a	
					Sap30	
					Cenpk	
					Mrpl38	
					Qtrt1	
					Fignl1	
					Rfx8	
					Tmem253	
					Zcchc17	
					Gm6277	
					Rad54b	
					Lipt1	
					Gm6525	
					Lekr1	
					Gm6576	
					C230062I16Rik	
					Gm6594	
					Zfp971	
					Gm20756	
					Gm6793	
					1700008J07Rik	
					Cables1	
					Slc29a1	
					Gmfb	
					Nrgn	
					Gm7293	
					Popdc2	
					Parvg	
					Sdf2l1	
					Tomm40l	
					St7	
					Osbpl1a	
					Sirt3	
					Polr1e	
					Tspan4	
					Mrps22	
					Mrps23	
					Mrps10	
					Mrps25	
					Mrps14	
					Mrps24	
					Htra2	
					Suv39h2	
					Pes1	
					Cldn12	
					Nif3l1	
					Arl6ip4	
					Dap3	
					Xpo7	
					A430046D13Rik	
					B130055M24Rik	
					Utp3	
					Slc9a3r2	
					Eefsec	
					Ranbp17	
					Atp5d	
					Dtd1	
					Ndufb5	
					Mrpl54	
					0610009B22Rik	
					Sdhc	
					Cndp2	
					Sf3b6	
					Krtcap2	
					Hsd17b14	
					Gtpbp8	
					Tmem167	
					Chchd3	
					Aurkaip1	
					Lsm7	
					Chchd6	
					Ppih	
					Ndufa9	
					Fmc1	
					Sarnp	
					Tomm6	
					Fkbp11	
					Chchd1	
					1110006O24Rik	
					Sf3b5	
					Elof1	
					Mrps36	
					Tipin	
					1110008L16Rik	
					Wbscr22	
					Ska2	
					Cox7b	
					Eef1e1	
					Dnajc15	
					Uqcr10	
					Fbxo36	
					Tmem14c	
					Ufc1	
					Bola2	
					Mrpl4	
					Nip7	
					Tma7	
					Tomm7	
					Chchd5	
					Nop10	
					Lage3	
					Pycrl	
					Myo19	
					Cks2	
					Sec61b	
					Ndufb9	
					Zdhhc12	
					Mrpl35	
					Llph	
					Rpl7l1	
					Mrps28	
					Thoc7	
					Eif1ax	
					Atp6v1g2	
					Mrps16	
					Hspbp1	
					Alg5	
					Pno1	
					Dimt1	
					Ssr2	
					Mrps17	
					Pigyl	
					Tmem126a	
					Lyrm9	
					1810009A15Rik	
					Tma16	
					Mrps21	
					Isoc1	
					Mplkip	
					Dpy30	
					Cenpw	
					Wdr61	
					Tmem208	
					1700020L24Rik	
					Cenpp	
					Tmem177	
					Pla2g12a	
					Knop1	
					Ostc	
					Exosc3	
					2310009A05Rik	
					Lsm5	
					Ndufc1	
					Srp19	
					Ppp1r7	
					Prelid3b	
					Sar1b	
					Commd5	
					Tsfm	
					Nudt2	
					Asf1a	
					Sac3d1	
					Mrps15	
					Rsl1d1	
					Psmd6	
					Ndufa12	
					Mrpl11	
					Polr2e	
					Dctpp1	
					Coprs	
					Cyb5b	
					Oxld1	
					Cdc26	
					Magohb	
					Spc25	
					Cyc1	
					Exosc7	
					Mrpl20	
					Pam16	
					Pyurf	
					Ptpmt1	
					2810428I15Rik	
					Taf12	
					Gtf2h5	
					Ska1	
					Anp32e	
					Usmg5	
					Ctcfl	
					Rpl36al	
					Smim4	
					Fam136a	
					Polr2l	
					Mrpl51	
					Prelid1	
					Ndufb3	
					Tmem238	
					Cmss1	
					Isoc2a	
					Gm14391	
					Psmg3	
					Tnik	
					Tab1	
					Asrgl1	
					Rwdd1	
					2810004N23Rik	
					Timm50	
					Cmc2	
					Pomp	
					Rps19bp1	
					Hist1h2ao	
					Drap1	
					Ntpcr	
					Gdpd1	
					Cenpm	
					Mis18a	
					Esf1	
					Exosc1	
					Snrnp40	
					Crls1	
					Farsa	
					Stoml2	
					Uqcr11	
					Gtf3a	
					Gm7879	
					Gemin2	
					Ribc1	
					Gpatch4	
					Ntmt1	
					Snrnp27	
					Spcs2	
					Thg1l	
					Dph6	
					Mcm8	
					Tsen15	
					Ctnnbl1	
					Lix1	
					Gm8113	
					Eef1d	
					Acp6	
					Gm8186	
					Srp72	
					Tmem41a	
					Gm8225	
					Hspbap1	
					Samd1	
					Ccnh	
					Rae1	
					Pgm2	
					Tmem186	
					Uqcrfs1	
					Spryd4	
					4933404O12Rik	
					Adat2	
					Grtp1	
					Prkrip1	
					Gm13698	
					Gm13693	
					Gm13696	
					Gm13694	
					Gm13697	
					Gm8994	
					Gm9008	
					Ccdc85c	
					Pex10	
					Bcs1l	
					Efr3b	
					Pycard	
					Acot13	
					Etfdh	
					Ormdl2	
					Mrpl33	
					Pmpca	
					Serbp1	
					Cpne8	
					Rsrc1	
					Pcyox1	
					Rnf128	
					Lman2	
					Mtap	
					Pccb	
					Tmem107	
					Nudt16l1	
					Bzw2	
					Kdelr2	
					Cops9	
					Ndufb7	
					Sdhd	
					Trmt6	
					Tmem261	
					Asf1b	
					Dsn1	
					Ddx18	
					Acad8	
					Trim59	
					Cdca7	
					Mindy3	
					Golt1b	
					Ctu2	
					Cdk5rap1	
					Mrps18b	
					Trappc13	
					Nuf2	
					Zdhhc6	
					Lap3	
					Cep19	
					Psmd12	
					Psmd5	
					Uqcrc2	
					Polr3k	
					Yae1d1	
					Mettl6	
					Tbc1d2b	
					Actr6	
					Thap4	
					2610002M06Rik	
					Mrpl45	
					Pmf1	
					Oxct1	
					Ift27	
					Tbc1d7	
					Pus3	
					Nkap	
					Ndc80	
					Rpp14	
					Paics	
					Ola1	
					Romo1	
					Pi4k2b	
					Magt1	
					Pgp	
					Ctnnbip1	
					Psmc6	
					Mmachc	
					Mettl21a	
					2310039H08Rik	
					Ptgr1	
					Timm21	
					Zbtb8os	
					Mastl	
					Nop56	
					Mis12	
					Fbxo5	
					Lrrc40	
					Nkain1	
					Psmd9	
					Rnaseh2b	
					2610301B20Rik	
					Eef1g	
					Lipt2	
					2610306M01Rik	
					Pdzk1ip1	
					Zmynd19	
					2700038G22Rik	
					Ube2t	
					Spats2l	
					Pfdn1	
					Nde1	
					Eif2s2	
					Utp11	
					Lsm1	
					Gatad1	
					Mrpl55	
					L3hypdh	
					Med18	
					Gm10053	
					Srfbp1	
					Rrp15	
					Med29	
					Dph7	
					Cinp	
					Rpf2	
					Gemin6	
					Cap2	
					Zfp422	
					Ndufb8	
					Uqcc2	
					Mrpl42	
					Ndufa10	
					Eri1	
					Washc3	
					Srek1ip1	
					Mrpl46	
					Nanp	
					1700037H04Rik	
					Snrpd3	
					Cstf1	
					2210010C04Rik	
					Brd3	
					Carnmt1	
					Bag4	
					1110008F13Rik	
					Mrm3	
					Fundc2	
					Dhdds	
					Nudcd1	
					Isoc2b	
					Pkp2	
					Ikbip	
					Ergic1	
					Nvl	
					Decr1	
					Sf3a1	
					Mmd	
					Mtfr1	
					Polr3g	
					Zfand4	
					Mettl16	
					Rnf151	
					1700097N02Rik	
					Uqcrb	
					Ttll4	
					Slc39a8	
					Gpr89	
					Gstcd	
					Zfp605	
					Slc25a26	
					Get4	
					Aasdhppt	
					Nob1	
					Mxra7	
					Anp32b	
					Spc24	
					4930515G01Rik	
					4930542C12Rik	
					Rabl3	
					Hikeshi	
					Elob	
					Trmt112	
					Lsm3	
					Sdhb	
					Mrpl18	
					Pbdc1	
					Luc7l3	
					Dyx1c1	
					Hypk	
					Ift74	
					Polr2g	
					Nsmce1	
					Dnajc19	
					Pop1	
					Dph2	
					Ppid	
					Jagn1	
					Ilf2	
					Dgat2	
					Pllp	
					Poldip2	
					Nmral1	
					Brix1	
					Idh3a	
					Wdr83	
					Mrpl57	
					Nop9	
					Slc35a4	
					Cdca5	
					1700021F05Rik	
					Enoph1	
					Mrrf	
					Mri1	
					Naa20	
					Tmem33	
					Uxs1	
					Coa6	
					Ppa1	
					Rnmt	
					Cmc1	
					Mtfp1	
					Sumf2	
					Coq9	
					Mak16	
					Eloc	
					Wdr55	
					Tmem59l	
					Rps27l	
					Atp5g2	
					Mesd	
					Nifk	
					Tomm20	
					Kmt5a	
					U2surp	
					Zcchc10	
					Mphosph10	
					Tctn2	
					Pdzd9	
					Mrps11	
					1110004E09Rik	
					Snrpg	
					Zwilch	
					Trap1	
					Mrm2	
					Apopt1	
					Bphl	
					Pdf	
					Pclaf	
					Emc4	
					Cox19	
					Chid1	
					Zfp593	
					Eef1akmt1	
					Chac2	
					2700060E02Rik	
					2700062C07Rik	
					Aen	
					Nutf2	
					Ubxn2b	
					Slc25a39	
					Mrnip	
					Dusp19	
					Dcakd	
					Ncbp2	
					Fam92a	
					Nt5c3b	
					Snhg17	
					Maip1	
					Apool	
					Cep70	
					Gcsh	
					Gar1	
					Gtf2e2	
					Fdx1l	
					Spire1	
					Denr	
					Coa4	
					Ndufb4	
					Hsbp1	
					Ndufc2	
					Ndufb2	
					Ccdc34	
					Ndufa5	
					Rnaseh2c	
					Fam98b	
					Nudt21	
					Rpa3	
					Mcrip2	
					Fam96a	
					Trmt12	
					Pdhb	
					Zdhhc21	
					Rbm28	
					Rpa1	
					2310057M21Rik	
					Ddx39	
					Mcoln2	
					4930430F08Rik	
					9530077C05Rik	
					C630043F03Rik	
					Ncapd2	
					Kdelc2	
					Apoo	
					Tsr3	
					Sirt5	
					Mettl26	
					Ndufs3	
					2010204K13Rik	
					Ndufa8	
					G6pc3	
					Steap3	
					Dusp23	
					Mrpl14	
					Ssna1	
					Phf5a	
					Ndufaf4	
					Mrpl53	
					Nsmce2	
					Tomm5	
					Mphosph6	
					Mrpl13	
					Tmem109	
					Sgo2a	
					Tefm	
					Pdrg1	
					Mrps18a	
					Mrpl58	
					Lamtor5	
					Ppm1f	
					Mrpl28	
					Ube2c	
					Elac2	
					Fahd1	
					Abhd14a	
					Samm50	
					Gtf2f2	
					Rabl2	
