"ID","Symbol","liver_normal_batch2_rep1","liver_normal_batch2_rep2","liver_normal_batch3_rep1","liver_normal_batch3_rep2"
11302,"Aatk",7.89272629036196,7.85112649965399,7.48177918607344,7.42384219307267
11303,"Abca1",7.40056028364969,7.41931444122594,8.45950566809096,7.74934463434972
11304,"Abca4",6.86855307011817,6.74263584105036,6.65138173752524,6.79595092157876
11305,"Abca2",8.48299353769654,8.52798502294493,8.48917683868114,8.16303729864643
11306,"Abcb7",10.3586647167611,9.80572023288808,10.3952592198179,9.96822270759093
11307,"Abcg1",6.7044164710459,6.46416253789404,6.95951329763461,6.97448176007213
11308,"Abi1",8.17155421022887,8.12857507541848,8.25207267570262,8.29738776784917
11354,"Scgb1b27",7.40787663455747,7.65409901787301,7.36656948435237,7.55864174948472
11363,"Acadl",8.86463116348243,8.61968058918895,9.3067987463273,9.14420886672241
11364,"Acadm",13.0304092070567,13.2385951795587,13.2710172009259,13.1863576107029
11370,"Acadvl",12.2428124290964,11.9779264761196,12.0479788617947,11.9904332084474
11409,"Acads",10.1804823104213,10.2150992165615,9.92142211054661,9.90927644337941
11416,"Slc33a1",7.62297686573407,7.72549991620686,8.49070252197087,7.89256477414437
11419,"Asic1",6.89954484620752,6.85386005528793,6.58711523659378,6.46670279305136
11421,"Ace",6.8504212729556,6.80530686521509,6.83799904545799,6.74416785209727
11425,"Apoc4",15.4028759546025,15.5455920668515,13.9833191291376,13.8995082739203
11426,"Macf1",7.95898268422165,8.06870473255509,8.15289463354376,8.03445445360313
11428,"Aco1",9.49603072295701,10.1152827628096,10.167336055704,9.75554043543652
11429,"Aco2",10.6741015056201,11.0663922678005,10.7690173329284,10.5721574684178
11430,"Acox1",8.75082219608,8.88175167262646,9.71210094994941,9.56145636477349
11431,"Acp1",9.91773724630822,9.85185811767719,9.63488877001954,10.0253497047975
11432,"Acp2",8.88228868379319,8.94756096397493,9.30517846640668,9.27244471054773
11433,"Acp5",8.447361051153,7.6073115655454,8.14824867579977,8.2671313630743
11435,"Chrna1",6.76752465548139,6.60522969220594,6.77007952092119,6.71662676876184
11438,"Chrna4",6.80443846802547,7.04782022395464,6.77879494341543,6.79687430538301
11443,"Chrnb1",6.70625367553022,6.87228020262148,6.50610934309739,6.48923540337742
11444,"Chrnb2",6.97332179480533,6.87379211726228,6.98635411031255,6.88264449957626
11450,"Adipoq",7.46552137223816,7.68205085826366,7.37117067320898,7.67893456733042
11459,"Acta1",6.62351297798444,6.60377380928963,6.79346570014602,6.50127493202954
11461,"Actb",12.4594455425398,11.992402433579,11.9951265102592,12.2714476201391
11464,"Actc1",6.57543192595963,6.55923686346668,6.61727133486786,6.53415345891207
11468,"Actg2",5.56194426591663,7.2775114156965,6.45180923962098,6.89905436205433
11472,"Actn2",7.21355091465813,7.23594207970999,7.06472676947659,7.09846834597414
11474,"Actn3",7.32842423566613,7.59327229492772,7.43583505548257,7.32629039862633
11475,"Acta2",7.18693705331309,8.29648760985053,7.05377203335533,7.52332113494803
11477,"Acvr1",9.53759184172375,9.85774779129563,9.92257218571628,9.78761666661268
11479,"Acvr1b",7.04829957246596,7.31626237390778,7.32543781415442,7.56036974477822
11480,"Acvr2a",7.18375365279266,7.22692875636352,8.14397037630367,8.20620492385567
11481,"Acvr2b",8.84741665543855,8.71565098604414,8.11093121884665,8.53026313490833
11482,"Acvrl1",6.70529066200567,6.40428665640911,6.66886938748291,7.18524883869321
11484,"Aspa",6.57540459697769,6.64626362502654,6.82322552158559,6.40258363709762
11486,"Ada",6.8773916639477,6.79425433806198,6.76669187999772,6.77547145266363
11487,"Adam10",7.07200693049487,6.94395156246646,7.15873388112953,7.24397277760485
11488,"Adam11",7.4043984085722,7.34131164520077,7.78888218614384,7.3967635904846
11489,"Adam12",6.7326891590086,6.8292430384018,6.91613262884152,6.88693924087352
11490,"Adam15",7.2602406077594,7.28407246226558,7.37820184142987,7.46166200830519
11491,"Adam17",7.97644527269047,7.84600031798437,7.89308396931595,7.94571255096419
11496,"Adam22",8.11693808270743,7.85274280218296,7.67944993694958,7.88293493562356
11498,"Adam4",7.00991439320221,6.88879782495041,7.01165547453133,6.85710709133856
11501,"Adam8",6.64061481356075,6.63165374883376,7.14756094150897,7.27742711836639
11502,"Adam9",10.1616859151619,9.81474382207117,10.4914038763754,10.5134199819509
11504,"Adamts1",7.58196951034184,7.56230815828102,7.74453165133351,7.4988532518947
11512,"Adcy6",7.83083984517883,8.0297482527678,7.17155318413536,7.34746585704325
11513,"Adcy7",7.1949271112837,7.13277474889934,7.14592081897118,7.23092630387339
11514,"Adcy8",7.02579316458621,7.18614367178958,6.8308345336143,7.15207237308379
11515,"Adcy9",8.90807954306066,9.21758041099824,10.0224066023301,9.07894405743403
11516,"Adcyap1",7.32093271280276,7.19976558377633,7.13321595862307,7.2336022637517
11517,"Adcyap1r1",6.76810052657497,7.00878850818192,6.84547998575595,6.64198987749413
11518,"Add1",7.46979332886233,7.67940411917732,7.72111881913487,7.70974643227116
11519,"Add2",6.6366286786908,6.74203677703629,6.4965966524229,6.36248785387088
11520,"Plin2",10.1716796217049,10.0208748464519,10.7855348041728,10.8083740861569
11522,"Adh1",15.1929529082258,14.9507431616207,14.3670381836203,14.3909435732754
11529,"Adh7",6.57984298248694,6.71087380892199,5.91826050708279,5.99765274945947
11532,"Adh5",8.73592451736533,8.90042479624236,9.33161904265556,8.99464596087683
11534,"Adk",13.3093710689413,13.2763944535072,13.3180071895225,13.440817958496
11535,"Adm",7.13582678782191,7.43253850204701,7.25545961368524,7.68852834145735
11536,"Gpr182",9.54132109818,9.56772672464587,8.96989725485125,9.41764759680765
11537,"Cfd",7.33010760512714,7.39005821043478,7.13545561969632,7.29484925059155
11538,"Adnp",9.68821462567533,9.64091595491066,9.96632470027038,9.87776859614235
11539,"Adora1",8.73857829357243,8.71826183646999,8.41442866374617,7.80995196465236
11541,"Adora2b",6.28067293115315,6.37157299730556,6.65456448182112,6.82316462151513
11542,"Adora3",6.67366222279701,6.58346226674554,6.98247983454571,6.48967212634148
11544,"Adprh",9.02400563921007,8.89360959593751,8.62191715954525,8.84185476218995
11545,"Parp1",8.06127482211188,8.14513010918538,8.19477381009068,8.07825909971587
11546,"Parp2",8.21100023536514,8.15098153522151,8.10089609419168,8.12913396232437
11548,"Adra1b",7.39212186293529,7.45886985946137,7.86871263145828,7.55442815512297
11549,"Adra1a",7.22713051801611,7.00328576866201,7.07770342840976,7.1838022331001
11551,"Adra2a",7.69078217819322,7.68538223833516,7.70978683287848,8.1257016993501
11552,"Adra2b",7.22227292023873,7.30424925934468,7.15511048033098,7.44528757466854
11553,"Adra2c",7.29442316303944,7.12542694430001,7.44493849766245,7.30877469934743
11554,"Adrb1",7.12217550706827,6.82776630212661,7.0485419730063,7.29268918519737
11555,"Adrb2",7.77652543660466,7.74326135731696,7.26215884508124,7.30937980731173
11556,"Adrb3",7.67624423239268,7.49668836812271,7.42746823226038,7.34226233551195
11564,"Adsl",7.64186276868209,7.54065587621585,7.88261896251881,7.99048020425096
11565,"Adssl1",9.49450487379982,9.6178877704672,9.40477363065185,9.41622706703121
11566,"Adss",7.99816994943316,7.95151031007922,8.59635776848183,8.71832382135969
11568,"Aebp1",6.61918002595347,6.76198506828001,7.10844891333658,6.84781498614109
11569,"Aebp2",7.69790669593576,7.73558861238251,7.71441095353341,7.7234956759161
11571,"Crisp1",7.06032926840375,7.13639832640947,7.03594638611243,7.2711676186934
11576,"Afp",6.49779908601114,6.54944046187922,5.97584899852008,5.65847862470323
11596,"Ager",7.14675033747137,7.18137109039892,6.91986834236296,6.89658296066999
11600,"Angpt1",6.9357846857502,6.77392776806877,6.68626948210792,6.73298889235355
11601,"Angpt2",7.42336084693225,7.26566722060663,7.9029946908346,7.91806792823378
11603,"Agrn",10.1969949955896,10.3551374599594,10.1512904753046,10.0754602526393
11604,"Agrp",6.85667184255944,6.97809193796563,6.9324939005347,6.74372626668102
11605,"Gla",6.89361940409188,6.89934827071285,6.90828016965993,7.13592427755121
11606,"Agt",12.0758580051783,12.1366086034605,12.2996665896582,12.5125153179171
