"ID","Symbol","kidney_normal_batch1_rep1","kidney_normal_batch1_rep2","kidney_normal_batch2"
11655,"Alas1",13.360835473863,13.1087258615847,13.1102811855232
11656,"Alas2",9.50100431350143,9.79626214551543,9.52156873942939
11657,"Alb",6.31390399459772,6.22971695888077,6.38631501133629
11658,"Alcam",7.58585587604901,8.45623631683046,7.91653298126528
11666,"Abcd1",7.99830634523885,7.5239326267009,8.12400911789151
11668,"Aldh1a1",7.33332274391401,7.65123725179399,7.7344455985716
11669,"Aldh2",14.3281646434863,14.5626005335538,14.38131397338
11670,"Aldh3a1",7.03654755674028,7.01853667474613,6.89843253698224
11671,"Aldh3a2",13.3078009703041,12.5982433227609,12.8426170583922
11674,"Aldoa",13.1419185753367,13.1836697910102,12.720949625556
11676,"Aldoc",8.72469729763458,9.30690409258057,9.42894829302977
11677,"Akr1b3",12.2064258367617,10.7238531031997,11.816288746934
11682,"Alk",7.51158392057355,6.54998991660664,7.52492604313592
