"","kidney_normal_batch1_rep1","kidney_normal_batch1_rep2","kidney_normal_batch2"
"ILMN_1257567",6.6916406490895,6.93104123160847,6.7931888096152
"ILMN_1242099",6.81864497726251,6.61821293920941,6.98931956881979
"ILMN_2483786",7.93830993681493,8.3186233025311,7.17677436310269
"ILMN_1244997",7.59596276763939,7.35214135184072,7.31248858135773
"ILMN_2596761",8.98210144430413,8.94565989300343,9.37813579271134
"ILMN_2804251",7.96035863479687,8.04937295952157,8.27809690377786
"ILMN_2774882",11.0068462730275,10.8209457841876,8.58625006000908
"ILMN_2868927",8.81406248576055,8.46069453578561,8.45197402925091
"ILMN_2756311",6.91767534169654,6.86779943505697,6.93397872211894
"ILMN_2660082",8.6309037682873,9.10613640126035,9.24036169166988
"ILMN_1258421",10.9363354146484,11.0033602334075,11.0760702885937
"ILMN_2693905",6.58757200351896,6.90046107441856,6.73831326570652
"ILMN_2621472",12.0596431141416,11.5622545122484,11.9968177510581
"ILMN_2621471",11.1888839991662,10.622945631333,11.1146579449164
"ILMN_2622829",10.4401443643273,10.0691714320095,10.0711041178055
"ILMN_2745954",10.5321532270584,10.3930749932338,10.3613675265566
"ILMN_2734060",11.447298429085,10.9682945342919,11.5386779796626
"ILMN_2725317",11.1535238705105,11.4932146760537,11.3628360290418
"ILMN_2919489",11.855363936954,11.2077633407606,10.9695673727622
"ILMN_1252407",12.9956072672446,12.3847328053194,12.8379347473856
"ILMN_2803878",7.60482999515226,7.20510763974851,7.10778619902064
"ILMN_2646001",8.45083158060519,8.41564400082943,8.28941106981072
"ILMN_2642876",7.93433483591536,8.09867413598951,7.83274364143208
"ILMN_1238142",10.1316484101407,10.0542299708654,10.2319059985197
"ILMN_1225594",12.0124607136092,10.8993800358319,11.6811718574646
"ILMN_2503787",10.2274772944909,10.3249436067335,10.2712783318928
"ILMN_1221251",8.24957026723815,8.38202753316623,8.28106022636553
"ILMN_1243561",8.3550739807335,8.68906352173699,8.38676039497093
"ILMN_1257630",7.85232525933655,8.45783934199692,8.08804915813562
"ILMN_3144761",8.54311355885973,8.81906661049892,8.5315032814797
"ILMN_2604806",8.64430148946015,9.18952834022834,8.49543233468367
"ILMN_1231340",6.43173368428624,6.71928943766083,6.41061528639918
"ILMN_2595200",13.2412754477512,13.1918066672147,13.4959013638986
"ILMN_1217406",6.5192582970622,6.80024332993284,6.7740501337234
