"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1224540",-3.29904471380054,9.63452888647231,-22.5764740082298,3.79758195786672e-08,1.91083369795516e-05,9.65564454775176
"ILMN_2797928",-2.80269034777538,8.36649081998529,-22.5369124813609,3.84701242290022e-08,1.91083369795516e-05,9.64354425955992
"ILMN_1222734",-5.88525802842959,10.0707624623934,-22.4679211456044,3.93496706455404e-08,1.91083369795516e-05,9.62237573660471
"ILMN_2687547",-5.53805465992571,10.3691387624507,-22.4049031075569,4.01730034533125e-08,1.91083369795516e-05,9.60296540683811
"ILMN_2667396",-2.73296701289295,8.536441179398,-22.3076512177537,4.14821647118866e-08,1.91083369795516e-05,9.5728700076491
"ILMN_3139514",-3.56511042152401,8.31870746910589,-22.2775584880629,4.18969941274571e-08,1.91083369795516e-05,9.56352281010902
"ILMN_2903169",3.18372602772362,11.3205094385673,22.1076184208667,4.4329639819632e-08,1.96994099413857e-05,9.51042637277319
"ILMN_2759914",-3.93257601353491,9.82473894528624,-21.880000649848,4.7842460909635e-08,2.07289422506221e-05,9.43847176571602
"ILMN_2807016",-2.9755984389001,11.3764579381834,-21.6495648082041,5.17232681575772e-08,2.13616190999811e-05,9.36463257832238
"ILMN_2889482",-3.42954646413548,9.24117696630854,-21.6470345184819,5.17678150250538e-08,2.13616190999811e-05,9.363816169366
"ILMN_1238603",-4.58023272782119,9.17062645987237,-21.5234603216287,5.39971826399379e-08,2.15581610911373e-05,9.32379432186602
"ILMN_2980663",-3.36979657125824,10.8878357585757,-21.4839939626506,5.47319305296891e-08,2.15581610911373e-05,9.31095012558375
"ILMN_3159695",-5.16981140887482,8.94783289183887,-21.3039308823923,5.82310206175743e-08,2.19196609353577e-05,9.25196294310646
"ILMN_3126522",5.09085782281347,10.6206597553963,21.2820781323205,5.86726503170384e-08,2.19196609353577e-05,9.24476075158058
"ILMN_2623536",2.93186750576745,12.801296747808,21.2443528020576,5.94440057678041e-08,2.19196609353577e-05,9.23230503909651
"ILMN_2655929",-3.78164922481284,8.81074983577773,-21.0522460747757,6.35544078155939e-08,2.28169600475835e-05,9.16843696210201
"ILMN_1242977",-3.22993402498246,8.36666278483555,-21.0095764251552,6.45104750061503e-08,2.28169600475835e-05,9.1541502199985
"ILMN_2624622",-3.52392743547228,8.88895174455018,-20.8751065394628,6.76316076876805e-08,2.34424678567038e-05,9.10888466595878
"ILMN_2728682",-4.36041463328382,9.15365451664757,-20.7171897305144,7.15173448483874e-08,2.38932484857522e-05,9.05525257248412
"ILMN_2596560",-3.37289696379614,8.92078002419476,-20.656959231949,7.30654737729392e-08,2.38932484857522e-05,9.03466073652774
"ILMN_2740020",-3.23097970490048,8.21478430575014,-20.5598960085753,7.56408162129816e-08,2.38932484857522e-05,9.00131665756372
"ILMN_2617920",-5.31435849307075,9.24535304174228,-20.5456912924593,7.60262539194113e-08,2.38932484857522e-05,8.99642030018235
"ILMN_2980661",-3.2938085983598,11.6567196993606,-20.5115384780727,7.69621036967858e-08,2.38932484857522e-05,8.98463040557439
"ILMN_2644587",2.36419720012573,12.0828240983483,20.4639213824943,7.82887399992109e-08,2.38932484857522e-05,8.96815127527892
"ILMN_1250417",-2.92428518491999,9.55392009885297,-20.3989255948917,8.01415338151177e-08,2.38932484857522e-05,8.94557995693147
"ILMN_2610277",-3.52864527435737,8.22078591454478,-20.361556452784,8.12292352784011e-08,2.38932484857522e-05,8.93256178021705
"ILMN_2712075",3.68299289445305,13.5734383640749,20.3577865061862,8.13398915619053e-08,2.38932484857522e-05,8.93124679326415
"ILMN_2837802",-3.33987884205439,9.02500595015682,-20.1348719664478,8.81966530813364e-08,2.51181751104288e-05,8.85294673405996
"ILMN_1237572",-2.75696777645292,8.34402863712786,-20.1282985042884,8.8408555867299e-08,2.51181751104288e-05,8.85062136165805
"ILMN_3114546",-2.40803889840221,8.12195439228365,-19.9248277566,9.52615302747941e-08,2.56672969165633e-05,8.77817247883356
"ILMN_2904321",-3.14523990595911,8.80567364745631,-19.849453626839,9.7951217032183e-08,2.56672969165633e-05,8.75110084759931
