"ID","Symbol","lung_tumor_myc_rep1","lung_tumor_myc_rep2","lung_tumor_myc_rep3","lung_tumor_myc_rep4","lung_tumor_myc_rep5"
320720,"Fastkd1",8.57695666470609,8.52723262644757,8.30930581243292,8.09206337074977,7.95891515609135
320736,"Vstm4",8.60246690183057,7.94730818517179,8.01332267342545,9.21676101247539,8.82026872908708
320751,"D830014E11Rik",7.0172259960447,7.28114763078261,7.48353869679217,7.3571120915057,7.04903169841002
320782,"Tmem154",7.68501154209551,7.3671963100259,7.63712295298018,7.58622993751193,7.6242471458362
320795,"Pkn1",7.73927970417742,7.52735434640448,7.75517557063925,7.68983713250128,7.65201579174566
320799,"Zhx3",7.80243558486191,8.39328318988448,7.70238915997634,7.73959076898861,7.65763107407479
320806,"Gfm2",8.6130181944695,9.21547233004944,9.43395050216375,8.88206983100814,8.3202082342689
320808,"Dcaf5",9.0916750442134,8.92533189905389,9.27453103470898,9.14001490996707,9.12713992552419
320825,"Samd5",7.194264382992,7.3654475885501,7.86263735755879,7.50104099556593,7.96801873072677
320832,"Sirpb1a",8.02181100209803,7.90441146517297,7.15169966148322,7.75625670610305,8.35332528985538
320840,"Negr1",6.80872290139401,7.10747864662662,6.84211458966855,7.01558928039739,6.9314023612817
320844,"Amigo3",7.52952816214598,7.42090762254377,8.16779445197852,7.73654991413416,7.33589275386973
320878,"Mical2",8.41344282064478,9.0468170681581,8.668441828053,8.46918390764607,8.30540628809291
320898,"Trav3-3",7.46370316646387,7.45450493755737,7.5580858313914,7.40218602005683,7.39014208011078
320916,"Wscd2",7.44317667124576,7.25032802956961,7.3934977170285,7.32631712331985,7.35441469276118
320923,"Map7d3",7.36243701218211,7.19173782502715,6.88493364794976,7.26127222772184,7.39223691299661
320924,"Ccbe1",6.80231440599149,7.11958962074112,7.11582397743624,7.03912468209605,7.93650912119447
320938,"Tnpo3",7.28794319229146,7.32333628928017,7.38602412868836,7.46765649180511,6.81838245504116
320940,"Atp11c",7.89003494631674,7.44982070209208,7.55477983902834,7.54507130991493,8.18422719957294
320951,"Pisd",7.72319340091548,7.80257690870489,7.53873050426379,7.55638703199059,7.47846671199279
320974,"Lrrn4",7.0480099837896,7.26174235238291,6.98078221940622,6.85720347150817,7.39223691299661
320981,"Enpp6",7.88737295114678,7.19478762830565,7.0538580203377,7.45840661323653,7.12573632939501
320982,"Arl4c",8.10891644021786,8.31714406206917,8.84805560877215,9.16997979025268,9.27783949443365
320997,"Cyp4f39",7.32215349837831,7.18015780909854,7.14987411171821,7.14395711642034,7.01066796290185
321000,"Lrif1",7.94405338541406,7.76522366584702,8.0586624317886,7.8409341220516,7.9138721566065
